nCFe,dEmi,hEmi,xProd,qCom,vUnCom,vProd
041787,20240712,094028,Croissant,1.0000,9.000,9.00
041787,20240712,094028,Croissant,1.0000,9.000,9.00
041787,20240712,094028,Croissant,1.0000,9.000,9.00
041787,20240712,094028,PAO DA CASA,1.0000,15.000,15.00
042334,20240724,124703,PAO DA CASA,1.0000,15.000,15.00
041953,20240716,113215,PAO DA CASA,2.0000,15.000,30.00
041953,20240716,113215,Pao de queijo 12 UNID,1.0000,25.000,25.00
041953,20240716,113215,PAO MULTIGRAOS,1.0000,20.000,20.00
042289,20240723,152512,PAO DA CASA,1.0000,15.000,15.00
042565,20240727,144403,PAO DA CASA,1.0000,15.000,15.00
042565,20240727,144403,BRIOCHE 270g,1.0000,15.000,15.00
042295,20240723,164523,PAO MULTIGRAOS,1.0000,20.000,20.00
041874,20240713,094937,PAO DA CASA,1.0000,15.000,15.00
041874,20240713,094937,PAO DA CASA,1.0000,15.000,15.00
041874,20240713,094937,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042117,20240719,105202,100 INTEGRAL,1.0000,17.000,17.00
042630,20240730,173722,PAO DA CASA,1.0000,15.000,15.00
042258,20240720,155549,PAO DA CASA,1.0000,15.000,15.00
042610,20240730,145011,PAO DA CASA,1.0000,15.000,15.00
042610,20240730,145011,PAO MULTIGRAOS,1.0000,20.000,20.00
041454,20240704,120844,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041454,20240704,120844,CINNAMON ROLL,1.0000,12.000,12.00
042682,20240731,161419,PAO DA CASA,1.0000,15.000,15.00
041603,20240706,114416,100 INTEGRAL,1.0000,17.000,17.00
041603,20240706,114416,ITALIANO,1.0000,15.000,15.00
041964,20240716,140818,100 INTEGRAL,2.0000,17.000,34.00
042314,20240724,081033,PAO DA CASA,1.0000,15.000,15.00
042436,20240726,094105,PAO DA CASA,1.0000,15.000,15.00
041866,20240713,090314,PAO DA CASA,1.0000,15.000,15.00
041866,20240713,090314,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042142,20240719,133710,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042142,20240719,133710,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042622,20240730,164209,PAO DA CASA,1.0000,15.000,15.00
042063,20240718,105512,PAO DA CASA,1.0000,15.000,15.00
042063,20240718,105512,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042063,20240718,105512,Pao de queijo 12 UNID,1.0000,25.000,25.00
042063,20240718,105512,Pao de queijo 12 UNID,1.0000,25.000,25.00
041576,20240706,101134,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041576,20240706,101134,PAO DA CASA,1.0000,15.000,15.00
042342,20240724,145516,PAO DA CASA,1.0000,15.000,15.00
042342,20240724,145516,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041435,20240704,093303,PAO DA CASA,1.0000,15.000,15.00
041435,20240704,093303,Pao de Provolone,1.0000,20.000,20.00
041928,20240713,141901,PAO DA CASA,1.0000,15.000,15.00
041928,20240713,141901,100 INTEGRAL,1.0000,17.000,17.00
041928,20240713,141901,broa de fuba,1.0000,15.000,15.00
041959,20240716,121454,100 INTEGRAL,1.0000,17.000,17.00
041959,20240716,121454,CINNAMON ROLL,1.0000,12.000,12.00
042302,20240723,170729,PAO MULTIGRAOS,1.0000,20.000,20.00
041859,20240713,083727,PAO DA CASA,1.0000,15.000,15.00
042602,20240730,132723,PAO DA CASA,1.0000,15.000,15.00
042585,20240730,090235,PAO DA CASA,1.0000,15.000,15.00
041446,20240704,105147,Pao de Provolone,1.0000,20.000,20.00
042516,20240727,095909,PAO DA CASA,1.0000,15.000,15.00
042676,20240731,151214,CINNAMON ROLL,3.0000,12.000,36.00
042676,20240731,151214,broa de fuba,2.0000,15.000,30.00
041329,20240702,104118,100 INTEGRAL,2.0000,17.000,34.00
041329,20240702,104118,CINNAMON ROLL,2.0000,12.000,24.00
041329,20240702,104118,BRIOCHE 270g,2.0000,15.000,30.00
041329,20240702,104118,broa de fuba,1.0000,15.000,15.00
042174,20240719,165916,PAO DE GORGONZOLA,1.0000,25.000,25.00
042174,20240719,165916,PAO DE CEBOLA,1.0000,20.000,20.00
041361,20240702,172055,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041372,20240703,081836,PAO DA CASA,1.0000,15.000,15.00
042138,20240719,125850,PAO DA CASA,1.0000,15.000,15.00
041423,20240703,171229,PAO DA CASA,1.0000,15.000,15.00
042028,20240717,140559,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042028,20240717,140559,broa de fuba,1.0000,15.000,15.00
041662,20240709,131132,BRIOCHE 270g,1.0000,15.000,15.00
041662,20240709,131132,CINNAMON ROLL,1.0000,12.000,12.00
042350,20240724,154933,CINNAMON ROLL,1.0000,12.000,12.00
042350,20240724,154933,Pao de queijo 12 UNID,1.0000,25.000,25.00
042384,20240725,121410,broa de fuba,1.0000,15.000,15.00
042384,20240725,121410,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042384,20240725,121410,Pao de Provolone,1.0000,20.000,20.00
042384,20240725,121410,PAO DA CASA,1.0000,15.000,15.00
042666,20240731,131140,PAO DA CASA,1.0000,15.000,15.00
042666,20240731,131140,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042666,20240731,131140,Pao de Provolone,5.0000,20.000,100.00
041919,20240713,132854,PAO DA CASA,1.0000,15.000,15.00
041919,20240713,132854,Pain au Chocolat,1.0000,12.000,12.00
042225,20240720,111339,PAO DA CASA,1.0000,15.000,15.00
042225,20240720,111339,PAO DE CEBOLA,1.0000,20.000,20.00
042225,20240720,111339,Pain au Chocolat,1.0000,12.000,12.00
042225,20240720,111339,Pain au Chocolat,1.0000,12.000,12.00
042071,20240718,123034,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041564,20240706,085639,100 INTEGRAL,1.0000,17.000,17.00
041655,20240709,112001,PAO MULTIGRAOS,1.0000,20.000,20.00
041655,20240709,112001,PAO MULTIGRAOS,1.0000,20.000,20.00
041715,20240710,162810,Pao de Provolone,1.0000,20.000,20.00
041715,20240710,162810,Brownie 180,1.0000,15.000,15.00
042205,20240720,095539,Croissant,1.0000,9.000,9.00
042205,20240720,095539,Pain au Chocolat,1.0000,12.000,12.00
042205,20240720,095539,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042056,20240718,081505,PAO DA CASA,1.0000,15.000,15.00
041751,20240711,131216,PAO DA CASA,1.0000,15.000,15.00
041751,20240711,131216,CINNAMON ROLL,1.0000,12.000,12.00
041794,20240712,110105,Pain au Chocolat,1.0000,12.000,12.00
041794,20240712,110105,PAO DE AZEITONAS,1.0000,20.000,20.00
042033,20240717,150822,PAO DA CASA,1.0000,15.000,15.00
042033,20240717,150822,Pao de Provolone,1.0000,20.000,20.00
042033,20240717,150822,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042008,20240717,101537,PAO DA CASA,1.0000,15.000,15.00
042008,20240717,101537,BRIOCHE 270g,1.0000,15.000,15.00
042008,20240717,101537,BRIOCHE 270g,1.0000,15.000,15.00
041403,20240703,144815,Pao de Provolone,1.0000,20.000,20.00
041403,20240703,144815,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041403,20240703,144815,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041403,20240703,144815,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041403,20240703,144815,Brownie 180,1.0000,15.000,15.00
042310,20240723,175517,PAO DA CASA,1.0000,15.000,15.00
042247,20240720,145439,PAO DE AZEITONAS,1.0000,20.000,20.00
042536,20240727,114007,PAO DA CASA,1.0000,15.000,15.00
041668,20240709,154422,CINNAMON ROLL,1.0000,12.000,12.00
041668,20240709,154422,BRIOCHE 270g,1.0000,15.000,15.00
042462,20240726,132826,PAO DA CASA,1.0000,15.000,15.00
042136,20240719,125342,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042136,20240719,125342,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041979,20240716,155041,PAO MULTIGRAOS,1.0000,20.000,20.00
042044,20240717,165432,PAO MULTIGRAOS,1.0000,20.000,20.00
041398,20240703,133845,Pao de Provolone,1.0000,20.000,20.00
041398,20240703,133845,PAO MULTIGRAOS,1.0000,20.000,20.00
041398,20240703,133845,broa de fuba,1.0000,15.000,15.00
041462,20240704,140704,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042339,20240724,134227,PAO DA CASA,1.0000,15.000,15.00
041340,20240702,133913,100 INTEGRAL,1.0000,17.000,17.00
042376,20240725,102106,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041647,20240709,104801,BRIOCHE 270g,1.0000,15.000,15.00
041647,20240709,104801,broa de fuba,1.0000,15.000,15.00
041647,20240709,104801,Brownie 180,1.0000,15.000,15.00
041707,20240710,151827,Pao de queijo 12 UNID,1.0000,25.000,25.00
041707,20240710,151827,COOKIE GOTAS DE CHOCOLATE,2.0000,5.000,10.00
042657,20240731,122311,Pao de Provolone,1.0000,20.000,20.00
041619,20240706,132807,100 INTEGRAL,1.0000,17.000,17.00
042471,20240726,150424,PAO DA CASA,1.0000,15.000,15.00
042471,20240726,150424,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041411,20240703,152958,Pao de Provolone,1.0000,20.000,20.00
042686,20240731,165220,PAO MULTIGRAOS,1.0000,20.000,20.00
041987,20240716,164908,100 INTEGRAL,1.0000,17.000,17.00
042192,20240720,084352,PAO DA CASA,1.0000,15.000,15.00
042192,20240720,084352,CINNAMON ROLL,1.0000,12.000,12.00
042192,20240720,084352,CINNAMON ROLL,1.0000,12.000,12.00
041613,20240706,121916,Croissant,1.0000,9.000,9.00
041613,20240706,121916,Croissant,1.0000,9.000,9.00
042091,20240718,164313,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042091,20240718,164313,broa de fuba,1.0000,15.000,15.00
042091,20240718,164313,Pao de Provolone,1.0000,20.000,20.00
041584,20240706,104955,broa de fuba,1.0000,15.000,15.00
041584,20240706,104955,PAO DE CEBOLA,1.0000,20.000,20.00
041921,20240713,133545,PAO DA CASA,1.0000,15.000,15.00
041749,20240711,130203,PAO DA CASA,1.0000,15.000,15.00
041749,20240711,130203,BRIOCHE 270g,1.0000,15.000,15.00
041749,20240711,130203,Pao de Provolone,1.0000,20.000,20.00
042645,20240731,101654,100 INTEGRAL,2.0000,17.000,34.00
041392,20240703,123337,PAO DA CASA,1.0000,15.000,15.00
041392,20240703,123337,broa de fuba,1.0000,15.000,15.00
042425,20240725,175400,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042425,20240725,175400,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042425,20240725,175400,broa de fuba,1.0000,15.000,15.00
042425,20240725,175400,CINNAMON ROLL,1.0000,12.000,12.00
042425,20240725,175400,CINNAMON ROLL,1.0000,12.000,12.00
042552,20240727,124520,PAO DA CASA,1.0000,15.000,15.00
042636,20240731,081944,BRIOCHE 270g,1.0000,15.000,15.00
041331,20240702,105418,PAO MULTIGRAOS,1.0000,20.000,20.00
042405,20240725,163009,PAO DA CASA,1.0000,15.000,15.00
041488,20240704,172404,PAO DA CASA,1.0000,15.000,15.00
041552,20240705,174910,Pain au Chocolat,1.0000,12.000,12.00
041552,20240705,174910,PAO DA CASA,1.0000,15.000,15.00
041736,20240711,105626,CINNAMON ROLL,1.0000,12.000,12.00
042030,20240717,144046,PAO MULTIGRAOS,1.0000,20.000,20.00
042030,20240717,144046,broa de fuba,1.0000,15.000,15.00
042238,20240720,131602,PAO DE AZEITONAS,1.0000,20.000,20.00
042238,20240720,131602,Pain au Chocolat,1.0000,12.000,12.00
041776,20240711,174917,PAO DA CASA,1.0000,15.000,15.00
041776,20240711,174917,Pao de queijo 12 UNID,1.0000,25.000,25.00
042318,20240724,082446,Pao de Provolone,1.0000,20.000,20.00
041901,20240713,114420,PAO DE AZEITONAS,1.0000,20.000,20.00
041633,20240706,152912,Croissant,6.0000,9.000,54.00
041633,20240706,152912,PAO DA CASA,1.0000,15.000,15.00
041633,20240706,152912,Pao de queijo 12 UNID,1.0000,25.000,25.00
042606,20240730,134814,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042606,20240730,134814,broa de fuba,1.0000,15.000,15.00
041380,20240703,103754,PAO DA CASA,10.0000,15.000,150.00
041354,20240702,164957,PAO MULTIGRAOS,1.0000,20.000,20.00
042329,20240724,110636,PAO DA CASA,1.0000,15.000,15.00
042329,20240724,110636,Pao de Provolone,1.0000,20.000,20.00
041601,20240706,113911,Croissant,2.0000,9.000,18.00
041601,20240706,113911,Pain au Chocolat,1.0000,12.000,12.00
041601,20240706,113911,PAO DA CASA,1.0000,15.000,15.00
041601,20240706,113911,ITALIANO,1.0000,15.000,15.00
041537,20240705,155447,PAO DE AZEITONAS,1.0000,20.000,20.00
042482,20240726,162957,PAO DE AZEITONAS,1.0000,20.000,20.00
041409,20240703,150246,PAO DA CASA,1.0000,15.000,15.00
041409,20240703,150246,BRIOCHE 270g,1.0000,15.000,15.00
041989,20240716,165412,PAO DA CASA,1.0000,15.000,15.00
041504,20240705,102730,100 INTEGRAL,1.0000,17.000,17.00
041504,20240705,102730,PAO DE GORGONZOLA,1.0000,25.000,25.00
042002,20240717,082046,BRIOCHE 270g,1.0000,15.000,15.00
042002,20240717,082046,Pao de Provolone,1.0000,20.000,20.00
042022,20240717,123143,CINNAMON ROLL,1.0000,12.000,12.00
042022,20240717,123143,CINNAMON ROLL,1.0000,12.000,12.00
042022,20240717,123143,CINNAMON ROLL,1.0000,12.000,12.00
042022,20240717,123143,Pao de Provolone,1.0000,20.000,20.00
042022,20240717,123143,Pao de Provolone,1.0000,20.000,20.00
042022,20240717,123143,PAO MULTIGRAOS,1.0000,20.000,20.00
041524,20240705,135220,Brownie 180,1.0000,15.000,15.00
042687,20240731,170943,PAO DA CASA,1.0000,15.000,15.00
042687,20240731,170943,PAO DA CASA,1.0000,15.000,15.00
041764,20240711,160817,CINNAMON ROLL,1.0000,12.000,12.00
041764,20240711,160817,100 INTEGRAL,1.0000,17.000,17.00
041837,20240712,163905,BRIOCHE 270g,2.0000,15.000,30.00
041429,20240703,175716,PAO DA CASA,1.0000,15.000,15.00
041429,20240703,175716,PAO MULTIGRAOS,1.0000,20.000,20.00
041913,20240713,123154,PAO MULTIGRAOS,1.0000,20.000,20.00
041975,20240716,153554,PAO DA CASA,1.0000,15.000,15.00
041975,20240716,153554,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041975,20240716,153554,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041975,20240716,153554,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041975,20240716,153554,BRIOCHE 270g,1.0000,15.000,15.00
042396,20240725,153514,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041621,20240706,134134,CINNAMON ROLL,1.0000,12.000,12.00
041621,20240706,134134,CINNAMON ROLL,1.0000,12.000,12.00
042504,20240727,090658,PAO DA CASA,1.0000,15.000,15.00
042504,20240727,090658,Croissant,1.0000,9.000,9.00
042504,20240727,090658,Croissant,1.0000,9.000,9.00
042504,20240727,090658,Croissant,1.0000,9.000,9.00
041499,20240705,093036,PAO DA CASA,1.0000,15.000,15.00
042166,20240719,161124,PAO DA CASA,1.0000,15.000,15.00
042166,20240719,161124,PAO DE AZEITONAS,1.0000,20.000,20.00
042166,20240719,161124,CINNAMON ROLL,1.0000,12.000,12.00
041323,20240702,095755,PAO DA CASA,1.0000,15.000,15.00
041323,20240702,095755,broa de fuba,1.0000,15.000,15.00
041323,20240702,095755,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041378,20240703,095541,broa de fuba,1.0000,15.000,15.00
042596,20240730,114802,PAO MULTIGRAOS,1.0000,20.000,20.00
041639,20240709,085817,PAO DA CASA,1.0000,15.000,15.00
041840,20240712,164847,PAO DE CEBOLA,1.0000,20.000,20.00
042627,20240730,170306,BRIOCHE 270g,1.0000,15.000,15.00
042627,20240730,170306,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041894,20240713,111416,BRIOCHE 270g,1.0000,15.000,15.00
041894,20240713,111416,ITALIANO,1.0000,15.000,15.00
041483,20240704,170338,PAO DA CASA,1.0000,15.000,15.00
042275,20240723,114658,PAO DA CASA,1.0000,15.000,15.00
042153,20240719,143452,100 INTEGRAL,1.0000,17.000,17.00
042153,20240719,143452,PAO DE AZEITONAS,1.0000,20.000,20.00
041853,20240713,081050,broa de fuba,1.0000,15.000,15.00
041853,20240713,081050,broa de fuba,1.0000,15.000,15.00
041853,20240713,081050,Brownie 180,1.0000,15.000,15.00
041853,20240713,081050,BRIOCHE 270g,1.0000,15.000,15.00
041853,20240713,081050,ITALIANO,1.0000,15.000,15.00
042243,20240720,140453,PAO DA CASA,1.0000,15.000,15.00
042243,20240720,140453,Pain au Chocolat,1.0000,12.000,12.00
042269,20240723,110213,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041516,20240705,130739,PAO DA CASA,1.0000,15.000,15.00
042279,20240723,121052,PAO DA CASA,1.0000,15.000,15.00
042279,20240723,121052,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042279,20240723,121052,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041826,20240712,152742,100 INTEGRAL,2.0000,17.000,34.00
042490,20240726,165455,PAO DA CASA,1.0000,15.000,15.00
041769,20240711,165542,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041769,20240711,165542,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041784,20240712,091627,PAO DA CASA,1.0000,15.000,15.00
041816,20240712,141900,PAO DE AZEITONAS,1.0000,20.000,20.00
041806,20240712,122842,100 INTEGRAL,1.0000,17.000,17.00
041806,20240712,122842,PAO DE GORGONZOLA,1.0000,25.000,25.00
042662,20240731,124804,PAO MULTIGRAOS,1.0000,20.000,20.00
042662,20240731,124804,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041688,20240710,120135,CINNAMON ROLL,1.0000,12.000,12.00
041688,20240710,120135,BRIOCHE 270g,1.0000,15.000,15.00
041688,20240710,120135,Pao de Provolone,1.0000,20.000,20.00
042525,20240727,104026,PAO DE GORGONZOLA,1.0000,25.000,25.00
042158,20240719,152742,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042158,20240719,152742,Pain au Chocolat,1.0000,12.000,12.00
041834,20240712,162234,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041834,20240712,162234,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041559,20240706,081018,PAO DE GORGONZOLA,1.0000,25.000,25.00
042455,20240726,125607,Croissant,1.0000,9.000,9.00
042455,20240726,125607,broa de fuba,1.0000,15.000,15.00
042455,20240726,125607,BRIOCHE 270g,1.0000,15.000,15.00
042359,20240724,165410,PAO DA CASA,1.0000,15.000,15.00
042449,20240726,120855,PAO DE CEBOLA,1.0000,20.000,20.00
042083,20240718,161218,PAO DA CASA,1.0000,15.000,15.00
042083,20240718,161218,CINNAMON ROLL,1.0000,12.000,12.00
042083,20240718,161218,CINNAMON ROLL,1.0000,12.000,12.00
042083,20240718,161218,CINNAMON ROLL,1.0000,12.000,12.00
041596,20240706,112640,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041596,20240706,112640,PAO DE GORGONZOLA,1.0000,25.000,25.00
041596,20240706,112640,broa de fuba,1.0000,15.000,15.00
041852,20240712,175817,PAO DA CASA,1.0000,15.000,15.00
042125,20240719,113433,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042125,20240719,113433,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042125,20240719,113433,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041886,20240713,104441,PAO DA CASA,1.0000,15.000,15.00
041886,20240713,104441,BRIOCHE 270g,1.0000,15.000,15.00
042251,20240720,150439,PAO DA CASA,1.0000,15.000,15.00
042251,20240720,150439,broa de fuba,1.0000,15.000,15.00
042414,20240725,170333,PAO DA CASA,1.0000,15.000,15.00
042705,20240731,181825,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041682,20240710,105302,PAO DA CASA,1.0000,15.000,15.00
041682,20240710,105302,CINNAMON ROLL,1.0000,12.000,12.00
042616,20240730,155343,PAO DA CASA,1.0000,15.000,15.00
041347,20240702,151757,PAO DA CASA,1.0000,15.000,15.00
041347,20240702,151757,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041347,20240702,151757,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041347,20240702,151757,PAO MULTIGRAOS,1.0000,20.000,20.00
042105,20240719,094730,PAO DA CASA,1.0000,15.000,15.00
042185,20240719,180511,PAO DA CASA,1.0000,15.000,15.00
042011,20240717,102849,Pao de Provolone,1.0000,20.000,20.00
041996,20240716,172615,PAO DA CASA,1.0000,15.000,15.00
042326,20240724,102540,100 INTEGRAL,1.0000,17.000,17.00
041814,20240712,134401,PAO DE GORGONZOLA,1.0000,25.000,25.00
041814,20240712,134401,PAO DA CASA,1.0000,15.000,15.00
041814,20240712,134401,Pain au Chocolat,1.0000,12.000,12.00
042670,20240731,133636,PAO DA CASA,1.0000,15.000,15.00
042670,20240731,133636,100 INTEGRAL,1.0000,17.000,17.00
042670,20240731,133636,CINNAMON ROLL,1.0000,12.000,12.00
042346,20240724,152358,100 INTEGRAL,1.0000,17.000,17.00
042346,20240724,152358,broa de fuba,1.0000,15.000,15.00
041625,20240706,140738,Croissant,1.0000,9.000,9.00
041625,20240706,140738,Croissant,1.0000,9.000,9.00
041625,20240706,140738,Pain au Chocolat,1.0000,12.000,12.00
041625,20240706,140738,Pain au Chocolat,1.0000,12.000,12.00
042067,20240718,114121,BRIOCHE 270g,1.0000,15.000,15.00
042067,20240718,114121,Pao de Provolone,1.0000,20.000,20.00
042026,20240717,132915,Pao de Provolone,1.0000,20.000,20.00
041760,20240711,152442,CINNAMON ROLL,1.0000,12.000,12.00
041738,20240711,112046,Pao de Provolone,1.0000,20.000,20.00
041738,20240711,112046,Pao de Provolone,1.0000,20.000,20.00
041486,20240704,172143,Pao de Provolone,1.0000,20.000,20.00
042573,20240727,154603,ITALIANO,1.0000,15.000,15.00
042573,20240727,154603,Pain au Chocolat,4.0000,12.000,48.00
042573,20240727,154603,PAO DA CASA,2.0000,15.000,30.00
042432,20240726,084035,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042432,20240726,084035,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042500,20240727,082718,PAO DA CASA,1.0000,15.000,15.00
042500,20240727,082718,PAO DA CASA,1.0000,15.000,15.00
042500,20240727,082718,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042635,20240731,080605,broa de fuba,1.0000,15.000,15.00
042635,20240731,080605,PAO DA CASA,1.0000,15.000,15.00
042283,20240723,123722,PAO DA CASA,1.0000,15.000,15.00
042283,20240723,123722,broa de fuba,1.0000,15.000,15.00
042638,20240731,091411,PAO DA CASA,1.0000,15.000,15.00
041327,20240702,103422,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041327,20240702,103422,PAO MULTIGRAOS,1.0000,20.000,20.00
041327,20240702,103422,Brownie 180,1.0000,15.000,15.00
041327,20240702,103422,Pao de queijo 12 UNID,1.0000,25.000,25.00
042145,20240719,140500,PAO DA CASA,1.0000,15.000,15.00
042520,20240727,102033,Croissant,1.0000,9.000,9.00
042520,20240727,102033,Pain au Chocolat,1.0000,12.000,12.00
042520,20240727,102033,PAO DE AZEITONAS,1.0000,20.000,20.00
041384,20240703,112751,PAO DA CASA,1.0000,15.000,15.00
041384,20240703,112751,100 INTEGRAL,1.0000,17.000,17.00
041384,20240703,112751,Pao de Provolone,1.0000,20.000,20.00
041384,20240703,112751,PAO MULTIGRAOS,1.0000,20.000,20.00
042581,20240730,080552,PAO DA CASA,1.0000,15.000,15.00
042581,20240730,080552,broa de fuba,1.0000,15.000,15.00
042694,20240731,173814,PAO DA CASA,1.0000,15.000,15.00
042306,20240723,172859,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042391,20240725,145454,PAO DA CASA,1.0000,15.000,15.00
042391,20240725,145454,Pao de Provolone,1.0000,20.000,20.00
042598,20240730,122548,PAO DA CASA,1.0000,15.000,15.00
041694,20240710,125556,100 INTEGRAL,1.0000,17.000,17.00
041694,20240710,125556,BRIOCHE 270g,1.0000,15.000,15.00
041694,20240710,125556,broa de fuba,1.0000,15.000,15.00
042628,20240730,173312,100 INTEGRAL,1.0000,17.000,17.00
042079,20240718,152642,PAO DA CASA,1.0000,15.000,15.00
042079,20240718,152642,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042079,20240718,152642,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042561,20240727,142727,PAO DA CASA,1.0000,15.000,15.00
042634,20240730,180020,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042634,20240730,180020,PAO MULTIGRAOS,1.0000,20.000,20.00
042634,20240730,180020,broa de fuba,1.0000,15.000,15.00
042291,20240723,161317,PAO DA CASA,1.0000,15.000,15.00
042291,20240723,161317,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041335,20240702,113910,PAO MULTIGRAOS,1.0000,20.000,20.00
042113,20240719,102230,100 INTEGRAL,1.0000,17.000,17.00
042113,20240719,102230,100 INTEGRAL,1.0000,17.000,17.00
041490,20240704,173758,100 INTEGRAL,2.0000,17.000,34.00
041490,20240704,173758,Pao de Provolone,1.0000,20.000,20.00
041480,20240704,164247,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041905,20240713,115308,PAO DE AZEITONAS,1.0000,20.000,20.00
041905,20240713,115308,Croissant,1.0000,9.000,9.00
041905,20240713,115308,Croissant,1.0000,9.000,9.00
041905,20240713,115308,Pao de queijo 12 UNID,1.0000,25.000,25.00
042458,20240726,130858,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042458,20240726,130858,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041637,20240706,155434,PAO DE CEBOLA,1.0000,20.000,20.00
041637,20240706,155434,Pain au Chocolat,1.0000,12.000,12.00
041637,20240706,155434,Pain au Chocolat,1.0000,12.000,12.00
041637,20240706,155434,CINNAMON ROLL,1.0000,12.000,12.00
042039,20240717,161358,PAO DA CASA,1.0000,15.000,15.00
042039,20240717,161358,CINNAMON ROLL,1.0000,12.000,12.00
041556,20240705,180418,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041556,20240705,180418,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041732,20240711,103305,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042348,20240724,154209,Pao de Provolone,1.0000,20.000,20.00
042348,20240724,154209,broa de fuba,1.0000,15.000,15.00
042069,20240718,115655,PAO DA CASA,1.0000,15.000,15.00
042642,20240731,095155,100 INTEGRAL,1.0000,17.000,17.00
041772,20240711,170742,PAO DA CASA,1.0000,15.000,15.00
042014,20240717,112918,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042367,20240724,174518,Pao de Provolone,1.0000,20.000,20.00
042367,20240724,174518,broa de fuba,1.0000,15.000,15.00
041617,20240706,130022,PAO DA CASA,1.0000,15.000,15.00
041617,20240706,130022,CINNAMON ROLL,1.0000,12.000,12.00
042308,20240723,175323,100 INTEGRAL,1.0000,17.000,17.00
