nCFe,dEmi,hEmi,xProd,qCom,vUnCom,vProd
041550,20240705,173252,broa de fuba,1.0000,15.000,15.00
041550,20240705,173252,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042077,20240718,150848,CINNAMON ROLL,1.0000,12.000,12.00
042510,20240727,093152,ITALIANO,1.0000,15.000,15.00
042510,20240727,093152,BRIOCHE 270g,1.0000,15.000,15.00
041459,20240704,131654,Pao de Provolone,1.0000,20.000,20.00
041459,20240704,131654,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041459,20240704,131654,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042293,20240723,162310,PAO DA CASA,1.0000,15.000,15.00
041337,20240702,123347,PAO DA CASA,1.0000,15.000,15.00
042563,20240727,143104,PAO DA CASA,1.0000,15.000,15.00
042563,20240727,143104,Brownie 180,1.0000,15.000,15.00
042563,20240727,143104,Pain au Chocolat,1.0000,12.000,12.00
042563,20240727,143104,Pain au Chocolat,1.0000,12.000,12.00
042522,20240727,102931,PAO DA CASA,1.0000,15.000,15.00
042522,20240727,102931,PAO DE CEBOLA,1.0000,20.000,20.00
042522,20240727,102931,Pain au Chocolat,1.0000,12.000,12.00
041880,20240713,101751,PAO DA CASA,1.0000,15.000,15.00
042406,20240725,163037,PAO DA CASA,1.0000,15.000,15.00
041502,20240705,100204,PAO DA CASA,1.0000,15.000,15.00
041502,20240705,100204,100 INTEGRAL,1.0000,17.000,17.00
042066,20240718,111941,BRIOCHE 270g,1.0000,15.000,15.00
042066,20240718,111941,BRIOCHE 270g,1.0000,15.000,15.00
042066,20240718,111941,100 INTEGRAL,1.0000,17.000,17.00
042066,20240718,111941,broa de fuba,1.0000,15.000,15.00
041588,20240706,110248,ITALIANO,1.0000,15.000,15.00
041588,20240706,110248,broa de fuba,1.0000,15.000,15.00
041588,20240706,110248,Pain au Chocolat,1.0000,12.000,12.00
041588,20240706,110248,Pain au Chocolat,1.0000,12.000,12.00
042211,20240720,102247,PAO DE CEBOLA,1.0000,20.000,20.00
042211,20240720,102247,Pain au Chocolat,1.0000,12.000,12.00
041968,20240716,142837,PAO DA CASA,1.0000,15.000,15.00
041968,20240716,142837,PAO MULTIGRAOS,1.0000,20.000,20.00
041968,20240716,142837,PAO MULTIGRAOS,1.0000,20.000,20.00
041973,20240716,150738,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041973,20240716,150738,broa de fuba,1.0000,15.000,15.00
042017,20240717,114532,BRIOCHE 270g,1.0000,15.000,15.00
042017,20240717,114532,BRIOCHE 270g,1.0000,15.000,15.00
042231,20240720,120926,PAO DA CASA,1.0000,15.000,15.00
042231,20240720,120926,Brownie 180,1.0000,15.000,15.00
042231,20240720,120926,Brownie 180,1.0000,15.000,15.00
042231,20240720,120926,Pain au Chocolat,1.0000,12.000,12.00
042231,20240720,120926,Pain au Chocolat,1.0000,12.000,12.00
041812,20240712,132901,BRIOCHE 270g,1.0000,15.000,15.00
041812,20240712,132901,PAO DA CASA,1.0000,15.000,15.00
041746,20240711,124120,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041467,20240704,150551,COOKIE GOTAS DE CHOCOLATE,3.0000,5.000,15.00
041467,20240704,150551,PAO DA CASA,1.0000,15.000,15.00
041467,20240704,150551,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041467,20240704,150551,Pao de Provolone,1.0000,20.000,20.00
042170,20240719,164442,BRIOCHE 270g,1.0000,15.000,15.00
042170,20240719,164442,broa de fuba,1.0000,15.000,15.00
042170,20240719,164442,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042430,20240726,080649,100 INTEGRAL,1.0000,17.000,17.00
042430,20240726,080649,100 INTEGRAL,1.0000,17.000,17.00
042531,20240727,110806,ITALIANO,1.0000,15.000,15.00
042531,20240727,110806,ITALIANO,1.0000,15.000,15.00
041484,20240704,171550,Pao de Provolone,1.0000,20.000,20.00
041341,20240702,140245,PAO DA CASA,1.0000,15.000,15.00
042502,20240727,084209,100 INTEGRAL,1.0000,17.000,17.00
041878,20240713,100936,PAO DE GORGONZOLA,1.0000,25.000,25.00
041820,20240712,143425,PAO DE GORGONZOLA,1.0000,25.000,25.00
041820,20240712,143425,PAO DE CEBOLA,1.0000,20.000,20.00
042399,20240725,160921,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042399,20240725,160921,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042399,20240725,160921,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042399,20240725,160921,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042399,20240725,160921,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041508,20240705,112010,PAO DA CASA,1.0000,15.000,15.00
041508,20240705,112010,BRIOCHE 270g,2.0000,15.000,30.00
041547,20240705,170742,PAO DA CASA,1.0000,15.000,15.00
041582,20240706,102454,PAO DE CEBOLA,1.0000,20.000,20.00
042194,20240720,085211,PAO DA CASA,1.0000,15.000,15.00
042194,20240720,085211,100 INTEGRAL,1.0000,17.000,17.00
042194,20240720,085211,BRIOCHE 270g,2.0000,15.000,30.00
042203,20240720,094714,Croissant,1.0000,9.000,9.00
042203,20240720,094714,Croissant,1.0000,9.000,9.00
042203,20240720,094714,PAO DE AZEITONAS,1.0000,20.000,20.00
042554,20240727,131019,PAO DE AZEITONAS,1.0000,20.000,20.00
041846,20240712,173104,100 INTEGRAL,1.0000,17.000,17.00
041855,20240713,082722,PAO DA CASA,1.0000,15.000,15.00
041855,20240713,082722,BRIOCHE 270g,1.0000,15.000,15.00
041855,20240713,082722,CINNAMON ROLL,1.0000,12.000,12.00
042131,20240719,120850,PAO DA CASA,1.0000,15.000,15.00
041892,20240713,110037,100 INTEGRAL,1.0000,17.000,17.00
041892,20240713,110037,PAO DA CASA,1.0000,15.000,15.00
042417,20240725,171442,PAO DA CASA,1.0000,15.000,15.00
042417,20240725,171442,BRIOCHE 270g,1.0000,15.000,15.00
042420,20240725,172144,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042420,20240725,172144,broa de fuba,1.0000,15.000,15.00
041696,20240710,134059,PAO DA CASA,3.0000,15.000,45.00
041696,20240710,134059,CINNAMON ROLL,4.0000,12.000,48.00
041696,20240710,134059,BRIOCHE 270g,3.0000,15.000,45.00
041696,20240710,134059,COOKIE GOTAS DE CHOCOLATE,6.0000,5.000,30.00
041353,20240702,164617,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042111,20240719,101403,Croissant,1.0000,9.000,9.00
042111,20240719,101403,Croissant,1.0000,9.000,9.00
042111,20240719,101403,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042111,20240719,101403,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042111,20240719,101403,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042111,20240719,101403,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041387,20240703,113932,Pao de Provolone,1.0000,20.000,20.00
042005,20240717,092727,100 INTEGRAL,1.0000,17.000,17.00
042005,20240717,092727,100 INTEGRAL,1.0000,17.000,17.00
041439,20240704,100115,PAO DA CASA,1.0000,15.000,15.00
041439,20240704,100115,PAO DA CASA,1.0000,15.000,15.00
041439,20240704,100115,Pao de Provolone,1.0000,20.000,20.00
041439,20240704,100115,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041799,20240712,115457,PAO DA CASA,1.0000,15.000,15.00
042223,20240720,110759,BRIOCHE 270g,1.0000,15.000,15.00
042223,20240720,110759,100 INTEGRAL,1.0000,17.000,17.00
042476,20240726,155126,PAO DE CEBOLA,1.0000,20.000,20.00
042476,20240726,155126,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042476,20240726,155126,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042476,20240726,155126,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042476,20240726,155126,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042476,20240726,155126,Croissant,1.0000,9.000,9.00
042476,20240726,155126,Brownie 180,1.0000,15.000,15.00
042537,20240727,114703,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042537,20240727,114703,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042537,20240727,114703,Croissant,1.0000,9.000,9.00
041528,20240705,143821,CINNAMON ROLL,1.0000,12.000,12.00
041554,20240705,180029,PAO DA CASA,1.0000,15.000,15.00
041800,20240712,115919,PAO DE AZEITONAS,1.0000,20.000,20.00
041800,20240712,115919,broa de fuba,1.0000,15.000,15.00
041936,20240713,155555,PAO DE CEBOLA,1.0000,20.000,20.00
041936,20240713,155555,broa de fuba,1.0000,15.000,15.00
041568,20240706,093906,100 INTEGRAL,1.0000,17.000,17.00
041568,20240706,093906,PAO DE GORGONZOLA,1.0000,25.000,25.00
042464,20240726,134616,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042464,20240726,134616,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041793,20240712,105736,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041793,20240712,105736,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042086,20240718,162251,Pao de Provolone,1.0000,20.000,20.00
041433,20240704,092155,PAO DA CASA,1.0000,15.000,15.00
041433,20240704,092155,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041433,20240704,092155,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041433,20240704,092155,broa de fuba,1.0000,15.000,15.00
041433,20240704,092155,CINNAMON ROLL,1.0000,12.000,12.00
041433,20240704,092155,CINNAMON ROLL,1.0000,12.000,12.00
042320,20240724,085635,PAO DA CASA,1.0000,15.000,15.00
042320,20240724,085635,Pao de Provolone,1.0000,20.000,20.00
042411,20240725,165334,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041860,20240713,085115,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041860,20240713,085115,Pao de queijo 12 UNID,1.0000,25.000,25.00
041860,20240713,085115,Croissant,1.0000,9.000,9.00
041898,20240713,112239,PAO DA CASA,1.0000,15.000,15.00
042587,20240730,092044,PAO DA CASA,1.0000,15.000,15.00
042167,20240719,163514,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042167,20240719,163514,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042167,20240719,163514,PAO DE GORGONZOLA,1.0000,25.000,25.00
041440,20240704,100610,PAO DA CASA,1.0000,15.000,15.00
041440,20240704,100610,PAO DA CASA,1.0000,15.000,15.00
041440,20240704,100610,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041440,20240704,100610,broa de fuba,1.0000,15.000,15.00
042177,20240719,170926,PAO DE GORGONZOLA,1.0000,25.000,25.00
041970,20240716,143957,100 INTEGRAL,1.0000,17.000,17.00
041993,20240716,171857,CINNAMON ROLL,1.0000,12.000,12.00
041993,20240716,171857,CINNAMON ROLL,1.0000,12.000,12.00
042186,20240720,080613,BRIOCHE 270g,1.0000,15.000,15.00
042186,20240720,080613,BRIOCHE 270g,1.0000,15.000,15.00
042186,20240720,080613,broa de fuba,1.0000,15.000,15.00
042186,20240720,080613,broa de fuba,1.0000,15.000,15.00
042186,20240720,080613,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042186,20240720,080613,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042186,20240720,080613,Brownie 180,1.0000,15.000,15.00
042186,20240720,080613,Brownie 180,1.0000,15.000,15.00
042403,20240725,162743,CINNAMON ROLL,1.0000,12.000,12.00
042403,20240725,162743,Pao de Provolone,1.0000,20.000,20.00
041872,20240713,094837,PAO DE AZEITONAS,1.0000,20.000,20.00
041872,20240713,094837,Croissant,6.0000,9.000,54.00
041872,20240713,094837,CINNAMON ROLL,3.0000,12.000,36.00
041872,20240713,094837,PAO DA CASA,2.0000,15.000,30.00
041872,20240713,094837,BRIOCHE 270g,1.0000,15.000,15.00
041951,20240716,111953,PAO DA CASA,1.0000,15.000,15.00
042382,20240725,113547,100 INTEGRAL,1.0000,17.000,17.00
041562,20240706,082749,PAO DA CASA,1.0000,15.000,15.00
041562,20240706,082749,PAO DA CASA,1.0000,15.000,15.00
041562,20240706,082749,broa de fuba,1.0000,15.000,15.00
042217,20240720,104436,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041781,20240712,085637,PAO DA CASA,1.0000,15.000,15.00
041781,20240712,085637,100 INTEGRAL,1.0000,17.000,17.00
041781,20240712,085637,CINNAMON ROLL,1.0000,12.000,12.00
042577,20240727,155523,PAO DA CASA,1.0000,15.000,15.00
042577,20240727,155523,Croissant,1.0000,9.000,9.00
042577,20240727,155523,Croissant,1.0000,9.000,9.00
042577,20240727,155523,Croissant,1.0000,9.000,9.00
042697,20240731,174429,Pao de queijo 12 UNID,1.0000,25.000,25.00
042697,20240731,174429,100 INTEGRAL,1.0000,17.000,17.00
041664,20240709,145510,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041664,20240709,145510,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042643,20240731,101139,PAO DA CASA,1.0000,15.000,15.00
042643,20240731,101139,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042361,20240724,165848,PAO MULTIGRAOS,1.0000,20.000,20.00
042188,20240720,081328,broa de fuba,1.0000,15.000,15.00
042035,20240717,153033,PAO DA CASA,1.0000,15.000,15.00
041803,20240712,121746,PAO DE GORGONZOLA,1.0000,25.000,25.00
042496,20240726,173159,BRIOCHE 270g,1.0000,15.000,15.00
041962,20240716,125207,100 INTEGRAL,1.0000,17.000,17.00
041779,20240712,085106,CINNAMON ROLL,1.0000,12.000,12.00
041676,20240710,100834,PAO MULTIGRAOS,1.0000,20.000,20.00
041676,20240710,100834,Pao de Provolone,1.0000,20.000,20.00
042423,20240725,175210,100 INTEGRAL,1.0000,17.000,17.00
042548,20240727,123815,PAO DA CASA,1.0000,15.000,15.00
042548,20240727,123815,ITALIANO,1.0000,15.000,15.00
041452,20240704,114945,PAO DA CASA,1.0000,15.000,15.00
042183,20240719,180215,PAO DA CASA,1.0000,15.000,15.00
042183,20240719,180215,100 INTEGRAL,1.0000,17.000,17.00
042183,20240719,180215,broa de fuba,1.0000,15.000,15.00
042160,20240719,154342,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042703,20240731,175102,Pao de Provolone,1.0000,20.000,20.00
042344,20240724,150522,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042344,20240724,150522,Pao de Provolone,1.0000,20.000,20.00
041604,20240706,114454,broa de fuba,1.0000,15.000,15.00
042390,20240725,143512,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042390,20240725,143512,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042390,20240725,143512,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042390,20240725,143512,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041721,20240710,175119,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
041721,20240710,175119,Pao de Provolone,1.0000,20.000,20.00
041701,20240710,140132,Pao de queijo 12 UNID,1.0000,25.000,25.00
041701,20240710,140132,PAO DA CASA,2.0000,15.000,30.00
041701,20240710,140132,100 INTEGRAL,5.0000,17.000,85.00
041641,20240709,091243,PAO DA CASA,1.0000,15.000,15.00
041521,20240705,132535,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042453,20240726,122609,Pain au Chocolat,1.0000,12.000,12.00
042453,20240726,122609,PAO DE GORGONZOLA,1.0000,25.000,25.00
041417,20240703,164514,PAO DA CASA,1.0000,15.000,15.00
041417,20240703,164514,CINNAMON ROLL,1.0000,12.000,12.00
042304,20240723,172253,PAO DA CASA,1.0000,15.000,15.00
042566,20240727,145354,PAO DE AZEITONAS,1.0000,20.000,20.00
042261,20240723,093119,PAO DA CASA,1.0000,15.000,15.00
042147,20240719,142243,PAO DE AZEITONAS,1.0000,20.000,20.00
041425,20240703,171541,PAO DA CASA,1.0000,15.000,15.00
041425,20240703,171541,BRIOCHE 270g,1.0000,15.000,15.00
041425,20240703,171541,broa de fuba,1.0000,15.000,15.00
042227,20240720,112752,PAO DA CASA,1.0000,15.000,15.00
042227,20240720,112752,ITALIANO,1.0000,15.000,15.00
042227,20240720,112752,Croissant,4.0000,9.000,36.00
042227,20240720,112752,COOKIE GOTAS DE CHOCOLATE,5.0000,5.000,25.00
041768,20240711,164417,Pao de queijo 12 UNID,1.0000,25.000,25.00
041768,20240711,164417,Pao de Provolone,1.0000,20.000,20.00
042197,20240720,091723,ITALIANO,1.0000,15.000,15.00
042664,20240731,130620,PAO DA CASA,1.0000,15.000,15.00
042664,20240731,130620,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042664,20240731,130620,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042664,20240731,130620,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042664,20240731,130620,Brownie 180,1.0000,15.000,15.00
041955,20240716,113922,100 INTEGRAL,1.0000,17.000,17.00
041961,20240716,125155,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041961,20240716,125155,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
041513,20240705,124920,PAO DA CASA,1.0000,15.000,15.00
042332,20240724,112611,PAO DA CASA,1.0000,15.000,15.00
042332,20240724,112611,CINNAMON ROLL,2.0000,12.000,24.00
042332,20240724,112611,PAO MULTIGRAOS,1.0000,20.000,20.00
041924,20240713,134743,PAO DE AZEITONAS,1.0000,20.000,20.00
042650,20240731,114553,PAO DA CASA,1.0000,15.000,15.00
042650,20240731,114553,broa de fuba,1.0000,15.000,15.00
042043,20240717,165341,broa de fuba,1.0000,15.000,15.00
041495,20240705,081848,broa de fuba,1.0000,15.000,15.00
041495,20240705,081848,PAO DE AZEITONAS,1.0000,20.000,20.00
041367,20240702,175315,PAO MULTIGRAOS,1.0000,20.000,20.00
042557,20240727,132055,PAO DE AZEITONAS,1.0000,20.000,20.00
042557,20240727,132055,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042557,20240727,132055,BRIOCHE 270g,1.0000,15.000,15.00
042547,20240727,123504,PAO DE CEBOLA,1.0000,20.000,20.00
041374,20240703,091745,COOKIE GOTAS DE CHOCOLATE,2.0000,5.000,10.00
042149,20240719,142803,PAO DA CASA,1.0000,15.000,15.00
041358,20240702,171152,100 INTEGRAL,1.0000,17.000,17.00
041358,20240702,171152,COOKIE GOTAS DE CHOCOLATE,3.0000,5.000,15.00
041476,20240704,160748,CINNAMON ROLL,1.0000,12.000,12.00
041476,20240704,160748,CINNAMON ROLL,1.0000,12.000,12.00
042050,20240717,173227,PAO DA CASA,1.0000,15.000,15.00
042050,20240717,173227,BRIOCHE 270g,1.0000,15.000,15.00
042245,20240720,143708,PAO DA CASA,1.0000,15.000,15.00
042273,20240723,113950,PAO MULTIGRAOS,1.0000,20.000,20.00
041981,20240716,162009,PAO MULTIGRAOS,1.0000,20.000,20.00
041981,20240716,162009,broa de fuba,1.0000,15.000,15.00
041713,20240710,161459,PAO DA CASA,1.0000,15.000,15.00
041946,20240716,102559,PAO DA CASA,1.0000,15.000,15.00
041653,20240709,111744,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042097,20240718,175442,PAO DA CASA,1.0000,15.000,15.00
042097,20240718,175442,COOKIE GOTAS DE CHOCOLATE,1.0000,5.000,5.00
042097,20240718,175442,Brownie 180,1.0000,15.000,15.00
042097,20240718,175442,CINNAMON ROLL,1.0000,12.000,12.00
041757,20240711,143733,PAO DA CASA,1.0000,15.000,15.00
041757,20240711,143733,Pao de Provolone,1.0000,20.000,20.00
042441,20240726,103642,Croissant,1.0000,9.000,9.00
042441,20240726,103642,Pain au Chocolat,1.0000,12.000,12.00
042441,20240726,103642,PAO DE GORGONZOLA,1.0000,25.000,25.00
042207,20240720,100222,PAO DE AZEITE E ALECRIM,1.0000,20.000,20.00
042207,20240720,100222,PAO DE GORGONZOLA,1.0000,25.000,25.00
041405,20240703,145028,PAO DA CASA,1.0000,15.000,15.00
